MES,PAIS,CONTINENTE,OCM,NUMERO_VISITANTES
DICIEMBRE,SINGAPUR,ASIA,KASANI,20
DICIEMBRE,SINGAPUR,ASIA,OTRAS OCM,168
DICIEMBRE,SINGAPUR,ASIA,SANTA ROSA,7
DICIEMBRE,SIRIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,21
DICIEMBRE,SIRIA,ASIA,CEBAF - TUMBES,0
DICIEMBRE,SIRIA,ASIA,DESAGUADERO,0
DICIEMBRE,SIRIA,ASIA,KASANI,0
DICIEMBRE,SIRIA,ASIA,OTRAS OCM,1
DICIEMBRE,SIRIA,ASIA,SANTA ROSA,0
DICIEMBRE,SOMALIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,SOMALIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SOMALIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SOMALIA,ÁFRICA,KASANI,0
DICIEMBRE,SOMALIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,SOMALIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SRI LANKA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,56
DICIEMBRE,SRI LANKA,ASIA,CEBAF - TUMBES,0
DICIEMBRE,SRI LANKA,ASIA,DESAGUADERO,12
DICIEMBRE,SRI LANKA,ASIA,KASANI,0
DICIEMBRE,SRI LANKA,ASIA,OTRAS OCM,23
DICIEMBRE,SRI LANKA,ASIA,SANTA ROSA,0
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,DESAGUADERO,0
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,KASANI,0
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,OTRAS OCM,2
DICIEMBRE,STO. TOMÉ Y PRÍNCIPE,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SUDÁFRICA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1001
DICIEMBRE,SUDÁFRICA,ÁFRICA,CEBAF - TUMBES,6
DICIEMBRE,SUDÁFRICA,ÁFRICA,DESAGUADERO,3
DICIEMBRE,SUDÁFRICA,ÁFRICA,KASANI,7
DICIEMBRE,SUDÁFRICA,ÁFRICA,OTRAS OCM,98
DICIEMBRE,SUDÁFRICA,ÁFRICA,SANTA ROSA,5
DICIEMBRE,SUDÁN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,13
DICIEMBRE,SUDÁN,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SUDÁN,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SUDÁN,ÁFRICA,KASANI,0
DICIEMBRE,SUDÁN,ÁFRICA,OTRAS OCM,0
DICIEMBRE,SUDÁN,ÁFRICA,SANTA ROSA,0
DICIEMBRE,SUECIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6095
DICIEMBRE,SUECIA,EUROPA,CEBAF - TUMBES,147
DICIEMBRE,SUECIA,EUROPA,DESAGUADERO,130
DICIEMBRE,SUECIA,EUROPA,KASANI,53
DICIEMBRE,SUECIA,EUROPA,OTRAS OCM,188
DICIEMBRE,SUECIA,EUROPA,SANTA ROSA,64
DICIEMBRE,SUIZA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,8954
DICIEMBRE,SUIZA,EUROPA,CEBAF - TUMBES,102
DICIEMBRE,SUIZA,EUROPA,DESAGUADERO,144
DICIEMBRE,SUIZA,EUROPA,KASANI,202
DICIEMBRE,SUIZA,EUROPA,OTRAS OCM,533
DICIEMBRE,SUIZA,EUROPA,SANTA ROSA,135
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,28
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,CEBAF - TUMBES,0
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,DESAGUADERO,0
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,KASANI,0
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,OTRAS OCM,0
DICIEMBRE,SURINAM,AMÉRICA DEL SUR,SANTA ROSA,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,KASANI,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,SWAZILANDIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,TAILANDIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,345
DICIEMBRE,TAILANDIA,ASIA,CEBAF - TUMBES,4
DICIEMBRE,TAILANDIA,ASIA,DESAGUADERO,2
DICIEMBRE,TAILANDIA,ASIA,KASANI,4
DICIEMBRE,TAILANDIA,ASIA,OTRAS OCM,33
DICIEMBRE,TAILANDIA,ASIA,SANTA ROSA,1
DICIEMBRE,TAIWÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1526
DICIEMBRE,TAIWÁN,ASIA,CEBAF - TUMBES,11
DICIEMBRE,TAIWÁN,ASIA,DESAGUADERO,22
DICIEMBRE,TAIWÁN,ASIA,KASANI,38
DICIEMBRE,TAIWÁN,ASIA,OTRAS OCM,198
DICIEMBRE,TAIWÁN,ASIA,SANTA ROSA,26
DICIEMBRE,TANZANIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,7
DICIEMBRE,TANZANIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,TANZANIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,TANZANIA,ÁFRICA,KASANI,0
DICIEMBRE,TANZANIA,ÁFRICA,OTRAS OCM,2
DICIEMBRE,TANZANIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,TAYIKISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
DICIEMBRE,TAYIKISTÁN,ASIA,CEBAF - TUMBES,0
DICIEMBRE,TAYIKISTÁN,ASIA,DESAGUADERO,1
DICIEMBRE,TAYIKISTÁN,ASIA,KASANI,0
DICIEMBRE,TAYIKISTÁN,ASIA,OTRAS OCM,0
DICIEMBRE,TAYIKISTÁN,ASIA,SANTA ROSA,0
DICIEMBRE,TOGO,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,TOGO,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,TOGO,ÁFRICA,DESAGUADERO,0
DICIEMBRE,TOGO,ÁFRICA,KASANI,0
DICIEMBRE,TOGO,ÁFRICA,OTRAS OCM,0
DICIEMBRE,TOGO,ÁFRICA,SANTA ROSA,0
DICIEMBRE,TONGA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
DICIEMBRE,TONGA,OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,TONGA,OCEANÍA,DESAGUADERO,0
DICIEMBRE,TONGA,OCEANÍA,KASANI,0
DICIEMBRE,TONGA,OCEANÍA,OTRAS OCM,0
DICIEMBRE,TONGA,OCEANÍA,SANTA ROSA,0
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,187
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,CEBAF - TUMBES,0
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,DESAGUADERO,0
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,KASANI,2
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,OTRAS OCM,8
DICIEMBRE,TRINIDAD Y TOBAGO,AMÉRICA CENTRAL,SANTA ROSA,0
DICIEMBRE,TURKMENISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,TURKMENISTÁN,ASIA,CEBAF - TUMBES,0
DICIEMBRE,TURKMENISTÁN,ASIA,DESAGUADERO,0
DICIEMBRE,TURKMENISTÁN,ASIA,KASANI,0
DICIEMBRE,TURKMENISTÁN,ASIA,OTRAS OCM,0
DICIEMBRE,TURKMENISTÁN,ASIA,SANTA ROSA,0
DICIEMBRE,TURQUÍA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1277
DICIEMBRE,TURQUÍA,ASIA,CEBAF - TUMBES,9
DICIEMBRE,TURQUÍA,ASIA,DESAGUADERO,69
DICIEMBRE,TURQUÍA,ASIA,KASANI,40
DICIEMBRE,TURQUÍA,ASIA,OTRAS OCM,126
DICIEMBRE,TURQUÍA,ASIA,SANTA ROSA,17
DICIEMBRE,TUVALU,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
DICIEMBRE,TUVALU,OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,TUVALU,OCEANÍA,DESAGUADERO,0
DICIEMBRE,TUVALU,OCEANÍA,KASANI,0
DICIEMBRE,TUVALU,OCEANÍA,OTRAS OCM,0
DICIEMBRE,TUVALU,OCEANÍA,SANTA ROSA,0
DICIEMBRE,TÚNEZ,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,32
DICIEMBRE,TÚNEZ,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,TÚNEZ,ÁFRICA,DESAGUADERO,0
DICIEMBRE,TÚNEZ,ÁFRICA,KASANI,2
DICIEMBRE,TÚNEZ,ÁFRICA,OTRAS OCM,5
DICIEMBRE,TÚNEZ,ÁFRICA,SANTA ROSA,0
DICIEMBRE,UCRANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1241
DICIEMBRE,UCRANIA,EUROPA,CEBAF - TUMBES,6
DICIEMBRE,UCRANIA,EUROPA,DESAGUADERO,4
DICIEMBRE,UCRANIA,EUROPA,KASANI,5
DICIEMBRE,UCRANIA,EUROPA,OTRAS OCM,213
DICIEMBRE,UCRANIA,EUROPA,SANTA ROSA,8
DICIEMBRE,UGANDA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,13
DICIEMBRE,UGANDA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,UGANDA,ÁFRICA,DESAGUADERO,1
DICIEMBRE,UGANDA,ÁFRICA,KASANI,0
DICIEMBRE,UGANDA,ÁFRICA,OTRAS OCM,5
DICIEMBRE,UGANDA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5124
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,CEBAF - TUMBES,29
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,DESAGUADERO,45
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,KASANI,27
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,OTRAS OCM,117
DICIEMBRE,URUGUAY,AMÉRICA DEL SUR,SANTA ROSA,90
DICIEMBRE,UZBEKISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9
DICIEMBRE,UZBEKISTÁN,ASIA,CEBAF - TUMBES,0
DICIEMBRE,UZBEKISTÁN,ASIA,DESAGUADERO,0
DICIEMBRE,UZBEKISTÁN,ASIA,KASANI,0
DICIEMBRE,UZBEKISTÁN,ASIA,OTRAS OCM,0
DICIEMBRE,UZBEKISTÁN,ASIA,SANTA ROSA,0
DICIEMBRE,VANUATU,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3
DICIEMBRE,VANUATU,OCEANÍA,CEBAF - TUMBES,0
DICIEMBRE,VANUATU,OCEANÍA,DESAGUADERO,0
DICIEMBRE,VANUATU,OCEANÍA,KASANI,0
DICIEMBRE,VANUATU,OCEANÍA,OTRAS OCM,0
DICIEMBRE,VANUATU,OCEANÍA,SANTA ROSA,0
DICIEMBRE,VATICANO,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
DICIEMBRE,VATICANO,EUROPA,CEBAF - TUMBES,0
DICIEMBRE,VATICANO,EUROPA,DESAGUADERO,0
DICIEMBRE,VATICANO,EUROPA,KASANI,0
DICIEMBRE,VATICANO,EUROPA,OTRAS OCM,0
DICIEMBRE,VATICANO,EUROPA,SANTA ROSA,0
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,3060
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,CEBAF - TUMBES,583
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,DESAGUADERO,33
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,KASANI,8
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,OTRAS OCM,151
DICIEMBRE,VENEZUELA,AMÉRICA DEL SUR,SANTA ROSA,273
DICIEMBRE,VIETNAM,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,213
DICIEMBRE,VIETNAM,ASIA,CEBAF - TUMBES,1
DICIEMBRE,VIETNAM,ASIA,DESAGUADERO,3
DICIEMBRE,VIETNAM,ASIA,KASANI,0
DICIEMBRE,VIETNAM,ASIA,OTRAS OCM,34
DICIEMBRE,VIETNAM,ASIA,SANTA ROSA,0
DICIEMBRE,YEMEN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
DICIEMBRE,YEMEN,ASIA,CEBAF - TUMBES,0
DICIEMBRE,YEMEN,ASIA,DESAGUADERO,0
DICIEMBRE,YEMEN,ASIA,KASANI,0
DICIEMBRE,YEMEN,ASIA,OTRAS OCM,0
DICIEMBRE,YEMEN,ASIA,SANTA ROSA,0
DICIEMBRE,ZAMBIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,28
DICIEMBRE,ZAMBIA,ÁFRICA,CEBAF - TUMBES,0
DICIEMBRE,ZAMBIA,ÁFRICA,DESAGUADERO,0
DICIEMBRE,ZAMBIA,ÁFRICA,KASANI,0
DICIEMBRE,ZAMBIA,ÁFRICA,OTRAS OCM,0
DICIEMBRE,ZAMBIA,ÁFRICA,SANTA ROSA,0
DICIEMBRE,ZIMBABWE,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20
DICIEMBRE,ZIMBABWE,ÁFRICA,CEBAF - TUMBES,1
DICIEMBRE,ZIMBABWE,ÁFRICA,DESAGUADERO,0
DICIEMBRE,ZIMBABWE,ÁFRICA,KASANI,0
DICIEMBRE,ZIMBABWE,ÁFRICA,OTRAS OCM,3
DICIEMBRE,ZIMBABWE,ÁFRICA,SANTA ROSA,0
ENERO,AFGHANISTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
ENERO,AFGHANISTÁN,ASIA,CEBAF - TUMBES,0
ENERO,AFGHANISTÁN,ASIA,DESAGUADERO,0
ENERO,AFGHANISTÁN,ASIA,KASANI,0
ENERO,AFGHANISTÁN,ASIA,OTRAS OCM,0
ENERO,AFGHANISTÁN,ASIA,SANTA ROSA,14
ENERO,ALBANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,28
ENERO,ALBANIA,EUROPA,CEBAF - TUMBES,0
ENERO,ALBANIA,EUROPA,DESAGUADERO,0
ENERO,ALBANIA,EUROPA,KASANI,0
ENERO,ALBANIA,EUROPA,OTRAS OCM,2
ENERO,ALBANIA,EUROPA,SANTA ROSA,0
ENERO,ALEMANIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20212
ENERO,ALEMANIA,EUROPA,CEBAF - TUMBES,791
ENERO,ALEMANIA,EUROPA,DESAGUADERO,1213
ENERO,ALEMANIA,EUROPA,KASANI,913
ENERO,ALEMANIA,EUROPA,OTRAS OCM,2788
ENERO,ALEMANIA,EUROPA,SANTA ROSA,682
ENERO,ANDORRA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,39
ENERO,ANDORRA,EUROPA,CEBAF - TUMBES,0
ENERO,ANDORRA,EUROPA,DESAGUADERO,0
ENERO,ANDORRA,EUROPA,KASANI,0
ENERO,ANDORRA,EUROPA,OTRAS OCM,0
ENERO,ANDORRA,EUROPA,SANTA ROSA,2
ENERO,ANGOLA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6
ENERO,ANGOLA,ÁFRICA,CEBAF - TUMBES,1
ENERO,ANGOLA,ÁFRICA,DESAGUADERO,0
ENERO,ANGOLA,ÁFRICA,KASANI,0
ENERO,ANGOLA,ÁFRICA,OTRAS OCM,2
ENERO,ANGOLA,ÁFRICA,SANTA ROSA,0
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,6
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,DESAGUADERO,0
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,KASANI,1
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,OTRAS OCM,1
ENERO,ANT. BARBUDA,AMÉRICA CENTRAL,SANTA ROSA,0
ENERO,ARABIA SAUDITA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,62
ENERO,ARABIA SAUDITA,ASIA,CEBAF - TUMBES,2
ENERO,ARABIA SAUDITA,ASIA,DESAGUADERO,0
ENERO,ARABIA SAUDITA,ASIA,KASANI,0
ENERO,ARABIA SAUDITA,ASIA,OTRAS OCM,1
ENERO,ARABIA SAUDITA,ASIA,SANTA ROSA,0
ENERO,ARGELIA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,27
ENERO,ARGELIA,ÁFRICA,CEBAF - TUMBES,1
ENERO,ARGELIA,ÁFRICA,DESAGUADERO,1
ENERO,ARGELIA,ÁFRICA,KASANI,0
ENERO,ARGELIA,ÁFRICA,OTRAS OCM,1
ENERO,ARGELIA,ÁFRICA,SANTA ROSA,0
ENERO,ARGENTINA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,64642
ENERO,ARGENTINA,AMÉRICA DEL SUR,CEBAF - TUMBES,1727
ENERO,ARGENTINA,AMÉRICA DEL SUR,DESAGUADERO,7324
ENERO,ARGENTINA,AMÉRICA DEL SUR,KASANI,2932
ENERO,ARGENTINA,AMÉRICA DEL SUR,OTRAS OCM,2217
ENERO,ARGENTINA,AMÉRICA DEL SUR,SANTA ROSA,11937
ENERO,ARMENIA,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,51
ENERO,ARMENIA,ASIA,CEBAF - TUMBES,3
ENERO,ARMENIA,ASIA,DESAGUADERO,2
ENERO,ARMENIA,ASIA,KASANI,2
ENERO,ARMENIA,ASIA,OTRAS OCM,0
ENERO,ARMENIA,ASIA,SANTA ROSA,7
ENERO,ARUBA,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,42
ENERO,ARUBA,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ENERO,ARUBA,AMÉRICA CENTRAL,DESAGUADERO,0
ENERO,ARUBA,AMÉRICA CENTRAL,KASANI,0
ENERO,ARUBA,AMÉRICA CENTRAL,OTRAS OCM,0
ENERO,ARUBA,AMÉRICA CENTRAL,SANTA ROSA,0
ENERO,AUSTRALIA,OCEANÍA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,9775
ENERO,AUSTRALIA,OCEANÍA,CEBAF - TUMBES,206
ENERO,AUSTRALIA,OCEANÍA,DESAGUADERO,333
ENERO,AUSTRALIA,OCEANÍA,KASANI,227
ENERO,AUSTRALIA,OCEANÍA,OTRAS OCM,1492
ENERO,AUSTRALIA,OCEANÍA,SANTA ROSA,124
ENERO,AUSTRIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,2305
ENERO,AUSTRIA,EUROPA,CEBAF - TUMBES,58
ENERO,AUSTRIA,EUROPA,DESAGUADERO,95
ENERO,AUSTRIA,EUROPA,KASANI,105
ENERO,AUSTRIA,EUROPA,OTRAS OCM,309
ENERO,AUSTRIA,EUROPA,SANTA ROSA,63
ENERO,AZERBAIYÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,20
ENERO,AZERBAIYÁN,ASIA,CEBAF - TUMBES,0
ENERO,AZERBAIYÁN,ASIA,DESAGUADERO,0
ENERO,AZERBAIYÁN,ASIA,KASANI,0
ENERO,AZERBAIYÁN,ASIA,OTRAS OCM,0
ENERO,AZERBAIYÁN,ASIA,SANTA ROSA,0
ENERO,BAHAMAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,41
ENERO,BAHAMAS,AMÉRICA CENTRAL,CEBAF - TUMBES,1
ENERO,BAHAMAS,AMÉRICA CENTRAL,DESAGUADERO,0
ENERO,BAHAMAS,AMÉRICA CENTRAL,KASANI,0
ENERO,BAHAMAS,AMÉRICA CENTRAL,OTRAS OCM,4
ENERO,BAHAMAS,AMÉRICA CENTRAL,SANTA ROSA,0
ENERO,BAHRÉIN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,8
ENERO,BAHRÉIN,ASIA,CEBAF - TUMBES,0
ENERO,BAHRÉIN,ASIA,DESAGUADERO,0
ENERO,BAHRÉIN,ASIA,KASANI,0
ENERO,BAHRÉIN,ASIA,OTRAS OCM,0
ENERO,BAHRÉIN,ASIA,SANTA ROSA,0
ENERO,BANGLADESH,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,35
ENERO,BANGLADESH,ASIA,CEBAF - TUMBES,0
ENERO,BANGLADESH,ASIA,DESAGUADERO,1
ENERO,BANGLADESH,ASIA,KASANI,0
ENERO,BANGLADESH,ASIA,OTRAS OCM,29
ENERO,BANGLADESH,ASIA,SANTA ROSA,1
ENERO,BARBADOS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,88
ENERO,BARBADOS,AMÉRICA CENTRAL,CEBAF - TUMBES,1
ENERO,BARBADOS,AMÉRICA CENTRAL,DESAGUADERO,3
ENERO,BARBADOS,AMÉRICA CENTRAL,KASANI,1
ENERO,BARBADOS,AMÉRICA CENTRAL,OTRAS OCM,6
ENERO,BARBADOS,AMÉRICA CENTRAL,SANTA ROSA,1
ENERO,BELICE,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,171
ENERO,BELICE,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ENERO,BELICE,AMÉRICA CENTRAL,DESAGUADERO,3
ENERO,BELICE,AMÉRICA CENTRAL,KASANI,0
ENERO,BELICE,AMÉRICA CENTRAL,OTRAS OCM,0
ENERO,BELICE,AMÉRICA CENTRAL,SANTA ROSA,0
ENERO,BELORUSIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,190
ENERO,BELORUSIA,EUROPA,CEBAF - TUMBES,4
ENERO,BELORUSIA,EUROPA,DESAGUADERO,5
ENERO,BELORUSIA,EUROPA,KASANI,1
ENERO,BELORUSIA,EUROPA,OTRAS OCM,8
ENERO,BELORUSIA,EUROPA,SANTA ROSA,1
ENERO,BENÍN,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,0
ENERO,BENÍN,ÁFRICA,CEBAF - TUMBES,3
ENERO,BENÍN,ÁFRICA,DESAGUADERO,0
ENERO,BENÍN,ÁFRICA,KASANI,0
ENERO,BENÍN,ÁFRICA,OTRAS OCM,0
ENERO,BENÍN,ÁFRICA,SANTA ROSA,0
ENERO,BERMUDAS,AMÉRICA CENTRAL,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,5
ENERO,BERMUDAS,AMÉRICA CENTRAL,CEBAF - TUMBES,0
ENERO,BERMUDAS,AMÉRICA CENTRAL,DESAGUADERO,0
ENERO,BERMUDAS,AMÉRICA CENTRAL,KASANI,0
ENERO,BERMUDAS,AMÉRICA CENTRAL,OTRAS OCM,0
ENERO,BERMUDAS,AMÉRICA CENTRAL,SANTA ROSA,0
ENERO,BHUTÁN,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ENERO,BHUTÁN,ASIA,CEBAF - TUMBES,0
ENERO,BHUTÁN,ASIA,DESAGUADERO,0
ENERO,BHUTÁN,ASIA,KASANI,0
ENERO,BHUTÁN,ASIA,OTRAS OCM,0
ENERO,BHUTÁN,ASIA,SANTA ROSA,0
ENERO,BOLIVIA,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,12193
ENERO,BOLIVIA,AMÉRICA DEL SUR,CEBAF - TUMBES,547
ENERO,BOLIVIA,AMÉRICA DEL SUR,DESAGUADERO,61910
ENERO,BOLIVIA,AMÉRICA DEL SUR,KASANI,10629
ENERO,BOLIVIA,AMÉRICA DEL SUR,OTRAS OCM,6666
ENERO,BOLIVIA,AMÉRICA DEL SUR,SANTA ROSA,17822
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,31
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,CEBAF - TUMBES,0
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,DESAGUADERO,12
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,KASANI,4
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,OTRAS OCM,4
ENERO,BOSNIA Y HERZEGOVINA,EUROPA,SANTA ROSA,6
ENERO,BOTSWANA,ÁFRICA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,1
ENERO,BOTSWANA,ÁFRICA,CEBAF - TUMBES,0
ENERO,BOTSWANA,ÁFRICA,DESAGUADERO,0
ENERO,BOTSWANA,ÁFRICA,KASANI,0
ENERO,BOTSWANA,ÁFRICA,OTRAS OCM,1
ENERO,BOTSWANA,ÁFRICA,SANTA ROSA,0
ENERO,BRASIL,AMÉRICA DEL SUR,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,49858
ENERO,BRASIL,AMÉRICA DEL SUR,CEBAF - TUMBES,294
ENERO,BRASIL,AMÉRICA DEL SUR,DESAGUADERO,2674
ENERO,BRASIL,AMÉRICA DEL SUR,KASANI,1328
ENERO,BRASIL,AMÉRICA DEL SUR,OTRAS OCM,10481
ENERO,BRASIL,AMÉRICA DEL SUR,SANTA ROSA,6211
ENERO,BRUNÉI,ASIA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,4
ENERO,BRUNÉI,ASIA,CEBAF - TUMBES,0
ENERO,BRUNÉI,ASIA,DESAGUADERO,2
ENERO,BRUNÉI,ASIA,KASANI,0
ENERO,BRUNÉI,ASIA,OTRAS OCM,0
ENERO,BRUNÉI,ASIA,SANTA ROSA,0
ENERO,BULGARIA,EUROPA,AEROPUERTO INTERNACIONAL JORGE CHÁVEZ,427
ENERO,BULGARIA,EUROPA,CEBAF - TUMBES,8
ENERO,BULGARIA,EUROPA,DESAGUADERO,7
ENERO,BULGARIA,EUROPA,KASANI,10
ENERO,BULGARIA,EUROPA,OTRAS OCM,119
ENERO,BULGARIA,EUROPA,SANTA ROSA,3
